state,anchor_id,existing_ccss_id,verdict,confidence,recommended_ccss_id,rationale
SC,7.DPSR.2.4,7.SP.C.6,confirmed,92.0,7.SP.C.6,"The lesson overlap is perfect (1.0) with all 4 lessons shared between the state standard and 7.SP.C.6, which is the strongest possible signal. The state standard's focus on comparing experimental and theoretical probabilities directly aligns with 7.SP.C.6's emphasis on collecting data on a chance process and observing long-run relative frequency versus predicted probability."
NC,K.OA.1,K.OA.A.1,confirmed,95.0,K.OA.A.1,"The state standard NC K.OA.1 shares 26 out of 26 lessons with CCSS K.OA.A.1 (92.86% overlap), which is extremely strong evidence of alignment. Additionally, the text of both standards is nearly identical, covering the same representations (objects, fingers, mental images, drawings, sounds, acting out situations, verbal explanations, expressions), and the embedding similarity of 0.736 is the highest among candidates."
NJ,4.NF.B.4c,4.NF.B.4.c,confirmed,99.0,4.NF.B.4.c,"The tag has a perfect lesson overlap (1.0) with all shared lessons matching, ranks #1 in similarity candidates, and the state standard text is nearly identical to the CCSS standard text. All evidence strongly supports this tag."
NJ,6.G.A.2,6.G.A.2,confirmed,99.0,6.G.A.2,"The tag being evaluated is an exact text match to the CCSS standard 6.G.A.2, and the lesson overlap is perfect (1.0), with all 5 state lessons shared with the 5 CCSS lessons. This is the strongest possible evidence for a correct alignment."
ND,5.GM.M.3,5.MD.C.4,confirmed,85.0,5.MD.C.4,"The tag 5.MD.C.4 has a strong lesson overlap of 66.67% (4 of 6 lessons shared) and is ranked #1 in similarity candidates. The state standard text directly combines recognizing volume as an attribute of rectangular prisms with measuring by counting unit cubes, which aligns well with 5.MD.C.4's focus on measuring volumes by counting unit cubes — noting that while 5.MD.C.3.a and 5.MD.C.3.b have slightly higher lesson overlap (83.33%), they are sub-standards addressing more specific conceptual components, whereas 5.MD.C.4 best matches the 'measure volume by counting unit cubes' language of the state standard."
MO,8.DSP.A.1,8.SP.A.1,confirmed,99.0,8.SP.A.1,"The lesson overlap is perfect (1.0) with all 2 lessons shared, and the embedding similarity is very high (0.9042). The state standard text is nearly identical to 8.SP.A.1, and no other candidate comes close in either metric."
AL,3.NF.15,3.NF.A.3.b,confirmed,95.0,3.NF.A.3.b,"The lesson overlap is perfect (1.0, with all 8 lessons shared), which is the strongest possible signal that these two standards address the same curriculum content. The state standard's language about explaining equivalence using visual fraction models directly matches 3.NF.A.3.b's focus on recognizing and explaining equivalent fractions with visual models."
NJ,K.OA.A.5,K.OA.A.5,confirmed,99.0,K.OA.A.5,"Perfect lesson overlap (1.0) with all 2 lessons shared, ranked #1 in similarity candidates, and the state standard text ('accuracy and efficiency for addition and subtraction within 5') is semantically equivalent to CCSS K.OA.A.5 ('Fluently add and subtract within 5'). All evidence strongly supports this tag."
AK,8.SP.4,8.SP.A.4,confirmed,99.0,8.SP.A.4,"The lesson overlap is perfect (1.0, all 3 lessons shared), and the state standard text is nearly identical to 8.SP.A.4's text. No other candidate comes close in either lesson overlap or semantic similarity."
ID,1.NBT.B.2.b,1.NBT.B.2.b,confirmed,99.0,1.NBT.B.2.b,"The lesson overlap is perfect (1.0, with all 9 lessons shared), the embedding similarity is the highest among all candidates (0.868), and the standard text is identical between the state standard and the CCSS tag being evaluated."
ND,8.GM.GF.5,8.G.B.7,confirmed,97.0,8.G.B.7,"The lesson overlap is perfect (1.0) with all 7 lessons shared between the state standard and 8.G.B.7, providing the strongest possible signal. The state standard's focus on the Pythagorean relationship between leg lengths and hypotenuse, and using it to determine if a triangle is a right triangle, aligns directly with 8.G.B.7's content, and no other candidate comes close in lesson overlap."
AR,7.GM.1,7.G.B.4,confirmed,97.0,7.G.B.4,"The lesson overlap is perfect (1.0) with all 6 lessons shared between the state standard and 7.G.B.4, making this an extremely strong match. The CCSS standard explicitly covers circumference of a circle and its relationship to other circle measurements, directly aligning with the state standard's focus on the proportional relationship between circumference and diameter (which is the definition of π)."
WY,8.G.H.8,8.G.B.8,confirmed,99.0,8.G.B.8,"The state standard text is identical to CCSS 8.G.B.8, and the lesson overlap is perfect (1.0) with all 2 lessons shared, making this an unambiguous match. It also ranks first in embedding similarity at 0.805."
KS,2.G.1,2.G.A.1,confirmed,99.0,2.G.A.1,"The state standard text is virtually identical to 2.G.A.1, and the lesson overlap is perfect (1.0) with all 7 lessons shared. No other candidate comes close on either metric."
WV,6.2,6.RP.A.2,confirmed,95.0,6.RP.A.2,"The state standard text is nearly identical to 6.RP.A.2, including the same examples, and the top-5 candidates show 6.RP.A.2 with a 100% lesson overlap (6/6 shared lessons) and an embedding similarity of 0.956, making this an unambiguous match. The zero overlap shown in the tag evaluation row appears to be a data artifact, as the candidate table shows full overlap."
WV,7.18,7.SP.A.2,confirmed,95.0,7.SP.A.2,"The state standard text is nearly identical to 7.SP.A.2, and the top-5 candidates show 7.SP.A.2 with a 1.0 lesson overlap (4 shared lessons) and embedding similarity of 0.92, making this a very strong match. The 0.0 lesson overlap shown in the tag being evaluated appears to be a data discrepancy, but the candidate list clearly shows full lesson overlap for this same pairing."
SD,7.EE.A.3,7.EE.B.3,confirmed,97.0,7.EE.B.3,"The state standard text is nearly identical to CCSS 7.EE.B.3, and the lesson overlap is extremely high at 87.5% (7 of 8 lessons shared). This tag ranks first among all candidates by both embedding similarity and lesson overlap, providing strong convergent evidence."
MS,6.EE.2b,6.EE.A.2.b,confirmed,99.0,6.EE.A.2.b,"The lesson overlap is perfect (1.0, all 4 lessons shared), the text of the state standard is virtually identical to 6.EE.A.2.b, and it ranks first among all candidates with the highest embedding similarity (0.82). All evidence strongly supports this tag."
NY,1.G.1,1.G.A.1,,,,"Unparseable response: The state standard text is essentially identical to 1.G.A.1, and the top-5 candidates show 1.G.A.1 with 100% lesson overlap (5/5 shared lessons) and the highest embedding similarity (0.76). The zero l"
ND,6.GM.AV.2,5.MD.C.5.c,likely_incorrect,72.0,6.G.A.2,"The state standard explicitly addresses volume of right rectangular prisms with fractional edge lengths and applying formulas, which aligns most directly with 6.G.A.2 (highest embedding similarity at 0.738 and lesson overlap of 0.4167). The tag being evaluated, 5.MD.C.5.c, focuses on additive volumes of composite figures — a concept not mentioned in the state standard — and does not appear in the top-5 candidates, making it a poor match despite its 0.4167 lesson overlap."
NJ,1.NBT.B.2,1.NBT.B.2,confirmed,99.0,1.NBT.B.2,"The lesson overlap is perfect (1.0, with all 13 lessons shared), and the state standard text is essentially identical to the CCSS standard text, making this an unambiguous match. The tag ranks first among all candidates by both embedding similarity and lesson overlap."
WY,6.SP.J.4,6.SP.B.4,confirmed,99.0,6.SP.B.4,"The lesson overlap is perfect (1.0, with all 9 lessons shared), and the text of the state standard is nearly identical to 6.SP.B.4 (only adding 'stem-and-leaf plots'). No other candidate comes close in lesson overlap or semantic similarity."
AL,6.PR.3,6.RP.A.3,confirmed,95.0,6.RP.A.3,"The state standard text is nearly identical to 6.RP.A.3, and it ranks #1 in both embedding similarity (0.779) and lesson overlap (10 of 11 CCSS lessons shared). The tag is clearly correct and well-supported by both signals."
WI,1.NBT.B.2,1.NBT.B.2,confirmed,90.0,1.NBT.B.2,"The state standard text is an exact match to 1.NBT.B.2, and the top-5 candidates show that when the state standard has lessons (13 lessons), they overlap 100% with 1.NBT.B.2's lessons. The zero lesson overlap in the tag being evaluated is because this particular state entry has 0 lessons, but the text identity and the 100% lesson overlap seen in the parallel entry confirm the tag is correct."
NC,K.G.1,K.G.A.1,confirmed,95.0,K.G.A.1,"The state standard text is nearly identical to K.G.A.1's text, and the top-5 candidates show K.G.A.1 with 100% lesson overlap (5/5 shared lessons) and the highest embedding similarity (0.78). The zero overlap shown in the tag-being-evaluated row appears to reflect a data issue with that specific row (0 state lessons listed), while the candidate list correctly shows 5 shared lessons for K.G.A.1."
WV,6.4,6.NS.A.1,confirmed,95.0,6.NS.A.1,"The state standard text is nearly identical to 6.NS.A.1, using the same examples and language. The top-5 candidates show 6.NS.A.1 at rank 1 with a strong lesson overlap of 71.43% (5 of 7 lessons shared), making this a well-supported match despite the zero overlap shown in the tag's own row (which appears to reflect a data discrepancy where the state standard has 0 lessons listed but the candidate row shows 7)."
MS,3.MD.5a,3.MD.C.5.a,confirmed,99.0,3.MD.C.5.a,"The tag shows perfect lesson overlap (1.0, all 5 lessons shared) and the highest embedding similarity (0.885) among all candidates, with identical standard text between the state standard and CCSS 3.MD.C.5.a. All evidence strongly supports this tag."
ND,4.NO.NBT.2,4.NF.C.7,confirmed,82.0,4.NF.C.7,"The lesson overlap of 0.75 (3 of 4 state lessons shared with 4.NF.C.7) is strong evidence for this tag, and the state standard's requirement to compare decimals to the hundredths place using >, <, = and justify comparisons aligns well with 4.NF.C.7's content. The other existing tag (4.NBT.A.2) covers the whole-number comparison portion of the standard but has very low lesson overlap (0.11), while 4.NF.C.7 clearly dominates on the strongest signal."
OH,2.NBT.2,2.NBT.A.2,confirmed,99.0,2.NBT.A.2,"The lesson overlap is perfect (1.0, with all 9 lessons shared), placing 2.NBT.A.2 clearly at rank 1 among candidates. The state standard's content—counting forward and backward within 1,000 by ones, tens, and hundreds, and skip-counting by 5s—aligns directly with the CCSS standard's description of counting within 1000 and skip-counting by 5s, 10s, and 100s."
IN,7.AF.2,7.EE.B.3,likely_correct,62.0,7.EE.B.3,"7.EE.B.3 has the strongest lesson overlap (0.3889) among the candidates, and the content aligns reasonably well — both involve solving real-world problems with rational numbers. However, the state standard specifies 'one or two operations' (simpler scope) while 7.EE.B.3 emphasizes multi-step problems and strategic tool use, and 7.NS.A.3 has higher embedding similarity (0.648) despite lower lesson overlap, suggesting some ambiguity in the best match."
WY,3.G.K.1,3.G.A.1,confirmed,99.0,3.G.A.1,"The lesson overlap is perfect (1.0, with all 7 lessons shared), and the state standard text is nearly identical to 3.G.A.1's text, covering the same concepts of quadrilateral attributes, classification of rhombuses/rectangles/squares, and drawing non-subcategory quadrilaterals. No other candidate comes close in either lesson overlap or semantic similarity."
NC,8.F.1,8.F.A.1,,,,"Unparseable response: Looking at the evidence:

1. **Lesson overlap**: The tag being evaluated shows 0.0 lesson overlap (state has 0 lessons, CCSS has 4, 0 shared). However, the top-5 candidates table shows 8.F.A.1 with a "
AL,7.NSO.5,7.NS.A.3,confirmed,97.0,7.NS.A.3,"The lesson overlap is perfect (1.0) with all 2 lessons shared between the state standard and 7.NS.A.3, and the text of both standards is nearly identical in describing real-world and mathematical problems involving the four operations with rational numbers. All other candidates show 0.0 lesson overlap, making this match unambiguous."
NY,6.EE.1,6.EE.A.1,confirmed,95.0,6.EE.A.1,"The text of the state standard and the CCSS standard 6.EE.A.1 are identical word-for-word, and 6.EE.A.1 ranks #1 in both embedding similarity (0.88) and lesson overlap (1.0 when the CCSS side is considered). The zero lesson overlap on the state side is due to the state having 0 lessons mapped, not a mismatch in content."
KY,7.SP.6,7.SP.C.6,confirmed,97.0,7.SP.C.6,"The state standard text is nearly identical to 7.SP.C.6, and the lesson overlap is 1.0 (all 4 lessons shared), providing the strongest possible evidence. The embedding similarity of 0.84 further confirms the match."
AZ,8.G.A.1,8.G.A.1,likely_incorrect,72.0,8.G.A.1.a,"The tag 8.G.A.1 (the parent standard) has 0% lesson overlap with the state standard's 6 lessons, while the sub-standards 8.G.A.1.a, 8.G.A.1.b, and 8.G.A.1.c each show 100% lesson overlap. The Arizona standard's text combines all three sub-properties into one statement, meaning the correct alignments are the sub-standards, not the parent. The parent CCSS 8.G.A.1 appears to have no lessons assigned to it independently, making this tag redundant and misleading when the sub-standards already fully capture the alignment."
